SaleID,Date,ProductID,CustomerID,StoreID,QuantitySold,UnitPrice,Discount,Cost
1330,2023-06-02,1004,205,304,8,22.47,0.0,12.82
1331,2023-07-18,1014,205,308,3,53.81,0.15,59.4
1332,2023-02-21,1017,211,306,4,32.38,0.05,22.78
1333,2023-09-17,1020,241,305,7,25.13,0.15,15.33
1334,2023-02-28,1018,228,307,4,76.09,0.05,42.46
1335,2023-03-13,1011,216,306,2,58.43,0.15,65.21
1336,2023-05-28,1014,241,303,6,29.46,0.15,25.91
1337,2023-12-15,1009,230,305,9,37.9,0.1,25.73
1338,2023-03-04,1015,204,309,2,97.0,0.15,67.54
1339,2023-11-06,1012,202,307,1,86.38,0.0,16.09
1340,2023-08-31,1010,246,304,8,89.2,0.1,51.25
1341,2023-11-26,1019,203,307,1,51.4,0.0,76.63
1342,2023-04-17,1019,250,305,1,66.14,0.15,68.1
1343,2023-08-14,1006,221,302,3,43.91,0.15,9.64
1344,2023-11-09,1020,206,306,5,16.99,0.1,28.99
1345,2023-08-06,1006,243,307,9,46.1,0.05,15.68
1346,2023-08-29,1008,218,308,2,63.46,0.1,76.19
1347,2023-09-16,1001,244,306,1,35.84,0.05,78.95
1348,2023-09-19,1017,205,308,1,86.32,0.05,22.62
1349,2023-01-05,1017,209,307,8,23.6,0.15,55.23
1350,2023-09-18,1015,220,302,2,43.04,0.0,68.12
1351,2023-02-23,1007,228,306,9,21.24,0.1,22.53
1352,2023-02-16,1019,226,309,9,46.43,0.1,19.08
1353,2023-08-03,1003,218,306,2,13.57,0.15,5.84
1354,2023-06-26,1011,219,304,3,34.53,0.15,35.9
1355,2023-01-09,1020,203,307,2,46.07,0.1,72.46
1356,2023-04-09,1019,209,303,6,53.03,0.1,72.72
1357,2023-01-20,1009,236,305,7,58.93,0.0,14.58
1358,2023-08-29,1010,231,301,6,34.75,0.15,20.33
1359,2023-03-02,1002,249,310,3,57.07,0.0,35.6
1360,2023-06-27,1001,217,303,3,55.81,0.15,63.55
1361,2023-12-04,1016,223,308,2,38.46,0.15,50.89
1362,2023-03-03,1018,234,309,2,84.72,0.0,43.54
1363,2023-05-25,1017,241,309,5,59.11,0.05,49.39
1364,2023-08-04,1006,241,310,8,39.9,0.05,12.21
1365,2023-01-03,1014,205,302,6,95.26,0.05,40.82
1366,2023-06-09,1015,215,304,9,86.06,0.15,79.4
1367,2023-08-15,1014,247,305,5,98.43,0.0,11.63
1368,2023-09-26,1003,203,303,4,72.3,0.05,43.94
1369,2023-04-30,1019,219,301,9,44.04,0.1,27.17
1370,2023-03-30,1012,228,306,5,35.28,0.05,45.49
1371,2023-11-25,1002,203,310,1,69.7,0.0,48.04
1372,2023-03-09,1003,238,302,5,98.27,0.15,48.31
1373,2023-12-23,1018,204,309,5,66.4,0.0,68.92
1374,2023-04-08,1001,224,301,5,89.35,0.15,34.23
1375,2023-09-24,1020,231,309,2,39.62,0.0,43.73
1376,2023-04-15,1006,245,307,6,46.63,0.0,5.82
1377,2023-11-19,1005,245,310,5,91.56,0.1,64.22
1378,2023-05-03,1001,211,302,2,78.12,0.05,24.46
1379,2023-01-29,1019,237,306,8,98.33,0.05,66.24
1380,2023-05-17,1001,201,308,6,79.73,0.0,24.92
1381,2023-07-14,1016,209,302,3,50.37,0.05,5.81
1382,2023-08-14,1012,217,305,9,57.8,0.1,16.61
1383,2023-11-28,1008,201,306,4,91.05,0.0,78.93
1384,2023-06-19,1016,203,303,3,59.65,0.05,28.99
1385,2023-01-09,1001,247,302,7,32.99,0.05,13.16
1386,2023-02-09,1004,226,306,8,49.21,0.15,13.91
1387,2023-01-25,1010,231,303,7,56.47,0.05,28.28
1388,2023-09-18,1011,226,302,1,18.7,0.05,7.82
1389,2023-08-14,1017,223,301,1,76.94,0.15,43.36
1390,2023-05-04,1007,230,308,5,19.84,0.0,21.03
1391,2023-02-07,1012,210,301,8,46.44,0.0,43.95
1392,2023-11-24,1007,208,305,3,82.42,0.1,15.56
1393,2023-09-08,1012,244,306,8,52.08,0.15,37.24
1394,2023-06-25,1015,225,303,3,85.78,0.0,49.84
1395,2023-03-31,1002,222,307,4,40.77,0.05,9.65
1396,2023-02-06,1014,215,302,7,96.19,0.05,34.91
1397,2023-11-12,1013,241,307,3,28.85,0.05,27.69
1398,2023-06-25,1004,210,302,4,13.44,0.1,23.03
1399,2023-10-11,1014,220,305,8,88.52,0.0,50.34
1400,2023-03-22,1014,241,307,4,77.7,0.15,49.14
1401,2023-04-24,1016,247,303,9,30.88,0.0,52.3
1402,2023-02-09,1007,223,304,4,98.63,0.15,16.92
1403,2023-10-28,1019,201,301,4,55.21,0.15,26.43
1404,2023-08-12,1002,202,303,5,95.6,0.0,20.73
1405,2023-11-14,1010,219,309,1,55.45,0.05,45.54
1406,2023-12-15,1018,214,310,7,52.47,0.05,39.58
1407,2023-04-25,1017,208,305,9,50.42,0.15,29.77
1408,2023-07-05,1005,238,308,9,40.14,0.05,63.95
1409,2023-11-19,1012,212,302,1,58.03,0.1,12.05
1410,2023-02-25,1006,226,303,6,50.73,0.1,78.12
1411,2023-02-09,1009,227,307,3,13.31,0.15,13.74
1412,2023-12-20,1020,229,310,4,33.44,0.05,62.98
1413,2023-02-09,1001,215,304,8,29.18,0.15,32.62
1414,2023-12-13,1015,246,309,4,88.07,0.1,69.89
1415,2023-08-25,1006,201,307,8,63.9,0.1,10.56
1416,2023-10-16,1019,243,301,4,78.73,0.1,33.1
1417,2023-09-19,1018,228,304,9,96.11,0.0,30.16
1418,2023-08-04,1006,203,310,6,67.96,0.1,79.49
1419,2023-05-27,1013,218,306,1,98.43,0.05,78.92
1420,2023-12-02,1001,234,306,2,38.06,0.0,19.24
1421,2023-06-17,1013,232,310,7,26.76,0.1,52.25
1422,2023-04-02,1007,229,306,7,46.3,0.05,45.16
1423,2023-12-19,1015,225,305,3,52.37,0.1,16.58
1424,2023-02-28,1012,226,303,1,90.58,0.05,17.58
1425,2023-02-28,1001,239,302,8,60.39,0.05,79.19
1426,2023-10-31,1015,208,303,7,36.3,0.1,38.95
1427,2023-06-18,1004,219,309,8,76.84,0.1,14.44
1428,2023-09-26,1013,247,303,1,55.52,0.0,21.11
1429,2023-12-29,1005,242,303,3,24.59,0.1,25.13
1430,2023-02-14,1002,222,301,2,61.91,0.05,43.32
1431,2023-12-11,1001,229,302,1,92.03,0.15,30.17
1432,2023-06-30,1016,233,303,5,85.84,0.0,39.13
1433,2023-06-19,1006,238,302,3,62.81,0.05,17.49
1434,2023-12-22,1016,245,308,8,43.94,0.05,29.5
1435,2023-07-10,1014,246,306,6,17.83,0.15,10.27
1436,2023-06-04,1003,235,307,9,52.27,0.1,71.73
1437,2023-07-07,1015,243,301,9,77.69,0.05,19.91
1438,2023-01-07,1003,203,306,6,42.42,0.15,61.77
1439,2023-05-13,1002,219,302,2,31.19,0.15,31.22
1440,2023-08-23,1001,210,306,9,93.82,0.1,40.58
1441,2023-02-14,1009,227,303,2,83.94,0.15,26.84
1442,2023-11-10,1009,215,307,3,67.44,0.15,57.23
1443,2023-09-06,1007,211,303,6,22.31,0.15,68.34
1444,2023-01-31,1003,247,309,2,23.04,0.15,26.47
1445,2023-01-23,1018,226,303,5,19.29,0.15,23.17
1446,2023-06-09,1011,224,307,2,65.47,0.15,56.11
1447,2023-12-29,1007,213,304,4,20.4,0.05,19.64
1448,2023-06-07,1009,232,308,3,85.84,0.0,52.99
1449,2023-02-08,1001,237,302,5,99.37,0.1,12.08
1450,2023-03-23,1014,204,308,6,42.97,0.0,51.51
1451,2023-12-22,1020,213,309,7,50.83,0.1,43.51
1452,2023-09-15,1006,209,308,8,74.05,0.0,13.54
1453,2023-07-25,1007,249,306,9,94.34,0.1,53.68
1454,2023-03-18,1010,234,310,4,90.47,0.15,38.49
1455,2023-01-12,1007,237,301,4,15.18,0.0,21.28
1456,2023-10-22,1002,248,307,7,25.22,0.0,31.5
1457,2023-08-12,1004,207,301,9,77.91,0.1,41.91
1458,2023-01-13,1017,201,307,2,72.0,0.1,11.87
1459,2023-02-15,1001,212,302,6,21.99,0.05,76.82
1460,2023-06-04,1010,221,308,8,55.19,0.15,54.92
1461,2023-04-23,1019,211,302,5,80.27,0.15,12.69
1462,2023-08-21,1015,244,303,5,29.69,0.05,66.71
1463,2023-01-17,1010,244,303,8,88.42,0.1,29.19
1464,2023-12-26,1019,244,301,1,14.77,0.15,49.76
1465,2023-08-11,1012,214,305,6,80.4,0.1,25.79
1466,2023-12-20,1016,234,305,9,65.42,0.15,60.01
1467,2023-07-07,1009,234,310,6,38.37,0.0,59.23
1468,2023-12-10,1015,225,305,7,74.88,0.0,46.4
1469,2023-12-31,1017,204,309,4,80.41,0.15,23.07
1470,2023-06-12,1014,226,306,1,94.05,0.15,24.03
1471,2023-11-22,1018,216,306,9,43.1,0.15,33.71
1472,2023-03-15,1002,210,303,6,71.74,0.05,15.88
1473,2023-08-21,1004,245,305,3,64.24,0.15,30.32
1474,2023-08-12,1018,202,310,4,57.27,0.05,56.33
1475,2023-11-15,1007,235,307,6,90.14,0.05,67.31
1476,2023-03-01,1013,219,303,6,10.29,0.0,29.94
1477,2023-12-01,1015,206,302,9,35.39,0.15,22.52
1478,2023-08-10,1001,219,305,4,58.44,0.0,67.45
1479,2023-02-06,1011,208,303,5,26.05,0.0,71.8
1480,2023-10-05,1010,214,305,5,91.71,0.05,35.75
1481,2023-07-15,1005,210,309,3,68.28,0.1,7.02
1482,2023-12-18,1016,203,310,2,53.01,0.05,57.12
1483,2023-08-30,1011,238,301,8,83.32,0.0,63.8
1484,2023-11-20,1006,229,304,9,50.58,0.05,6.35
1485,2023-08-07,1009,215,310,9,60.28,0.05,49.63
1486,2023-07-11,1013,223,305,5,10.25,0.05,49.13
1487,2023-01-17,1008,223,302,9,42.91,0.15,33.4
1488,2023-01-12,1014,218,302,4,22.49,0.05,61.23
1489,2023-07-12,1001,246,301,2,72.07,0.0,37.11
1490,2023-01-22,1017,219,308,3,53.11,0.05,55.76
1491,2023-04-30,1005,228,302,1,37.16,0.15,43.78
1492,2023-07-29,1002,226,303,5,52.1,0.0,23.63
1493,2023-11-02,1009,210,302,1,28.87,0.05,50.49
1494,2023-09-27,1004,247,304,1,93.26,0.0,60.27
1495,2023-07-11,1017,204,301,7,14.86,0.15,78.04
1496,2023-06-24,1017,202,303,2,87.89,0.1,33.51
1497,2023-10-12,1018,203,305,8,56.02,0.15,9.84
1498,2023-07-23,1016,207,310,6,65.71,0.15,79.1
1499,2023-06-13,1008,216,301,4,37.23,0.0,51.79
1500,2023-09-08,1011,231,304,9,97.0,0.0,75.98
1501,2023-08-15,1018,210,306,8,35.37,0.1,12.79
1502,2023-01-07,1010,219,304,3,63.0,0.1,30.65
1503,2023-01-29,1013,228,307,3,99.41,0.1,15.05
1504,2023-02-02,1017,217,307,4,89.3,0.15,67.66
1505,2023-05-14,1018,228,306,9,58.27,0.15,71.03
1506,2023-03-20,1010,219,309,9,99.13,0.1,42.6
1507,2023-02-27,1016,237,302,5,73.12,0.1,19.0
1508,2023-01-26,1020,223,310,9,28.78,0.1,14.53
1509,2023-08-14,1005,220,308,6,46.5,0.05,49.11
1510,2023-10-12,1013,213,308,8,40.1,0.05,42.98
1511,2023-01-04,1018,213,310,8,40.96,0.1,57.11
1512,2023-04-09,1017,243,304,7,78.44,0.15,27.89
1513,2023-02-08,1009,211,306,4,62.58,0.0,35.18
1514,2023-09-28,1014,248,306,4,13.43,0.15,6.6
1515,2023-10-12,1017,215,305,6,88.97,0.0,50.76
1516,2023-06-06,1004,217,301,9,36.71,0.1,36.74
1517,2023-03-16,1018,250,303,7,99.74,0.05,73.98
1518,2023-10-15,1020,228,307,5,95.88,0.05,53.13
1519,2023-05-10,1015,219,308,5,94.65,0.0,34.9
1520,2023-06-24,1011,204,302,8,83.0,0.1,24.77
1521,2023-03-25,1012,222,303,6,29.86,0.05,72.9
1522,2023-01-22,1009,222,304,1,57.94,0.1,6.22
1523,2023-01-27,1013,237,305,1,30.19,0.1,29.52
1524,2023-07-14,1015,239,303,9,33.37,0.0,75.76
1525,2023-12-03,1015,234,305,8,64.99,0.1,54.05
1526,2023-08-24,1005,233,308,6,13.68,0.1,44.95
1527,2023-04-02,1019,244,308,1,97.25,0.0,20.27
1528,2023-01-21,1020,242,302,2,92.68,0.05,67.5
1529,2023-10-30,1014,240,306,3,44.27,0.15,20.31
1530,2023-12-23,1017,233,304,3,56.39,0.1,23.62
1531,2023-03-25,1018,212,309,2,51.95,0.0,19.39
1532,2023-09-19,1003,202,310,2,89.4,0.05,16.86
1533,2023-05-27,1002,228,302,6,71.97,0.1,76.5
1534,2023-09-14,1001,210,308,7,35.03,0.15,50.15
1535,2023-02-27,1010,222,301,4,50.22,0.05,52.84
1536,2023-01-15,1019,217,306,1,48.61,0.0,76.57
1537,2023-06-11,1017,226,310,6,96.34,0.1,22.29
1538,2023-06-12,1012,203,301,7,25.78,0.0,5.44
1539,2023-11-16,1001,207,302,4,18.06,0.15,49.92
1540,2023-10-08,1012,244,303,6,89.26,0.15,43.09
1541,2023-10-07,1017,208,309,9,90.7,0.0,40.82
1542,2023-01-12,1003,220,305,4,88.46,0.1,9.64
1543,2023-10-01,1011,212,310,4,55.99,0.0,39.08
1544,2023-09-28,1017,235,310,5,69.38,0.05,26.57
1545,2023-07-27,1003,217,302,3,60.7,0.0,25.59
1546,2023-01-27,1008,228,310,2,16.25,0.15,21.68
1547,2023-03-13,1020,241,305,9,63.63,0.1,29.94
1548,2023-03-01,1004,210,305,1,11.23,0.1,31.48
1549,2023-05-25,1007,222,301,5,39.25,0.15,28.16
1550,2023-04-03,1014,238,303,5,93.91,0.15,78.41
1551,2023-11-05,1014,233,305,8,37.36,0.05,74.95
1552,2023-01-08,1004,222,309,6,94.58,0.15,48.09
1553,2023-03-20,1016,244,310,6,32.51,0.15,78.58
1554,2023-01-27,1001,237,301,6,38.31,0.15,79.34
1555,2023-06-23,1017,213,308,4,66.56,0.1,31.7
1556,2023-02-19,1010,227,301,1,78.55,0.15,38.39
1557,2023-07-18,1016,215,309,3,55.12,0.0,76.93
1558,2023-12-15,1016,222,306,6,89.39,0.0,50.65
1559,2023-06-30,1008,230,301,5,13.62,0.1,20.97
1560,2023-01-24,1007,243,308,1,93.0,0.05,56.7
1561,2023-11-12,1006,240,305,5,27.67,0.05,20.43
1562,2023-02-15,1016,237,307,2,89.58,0.1,30.45
1563,2023-01-15,1020,234,307,1,46.08,0.0,22.07
1564,2023-06-02,1016,244,307,4,84.95,0.1,23.37
1565,2023-08-10,1007,234,306,6,70.45,0.15,5.35
1566,2023-07-25,1009,248,308,7,25.83,0.1,71.05
1567,2023-09-30,1014,235,309,9,92.62,0.05,27.2
1568,2023-08-24,1011,242,302,5,32.1,0.0,11.48
1569,2023-12-06,1014,219,307,8,31.97,0.05,11.52
1570,2023-08-16,1007,208,302,8,83.28,0.05,46.7
1571,2023-01-09,1001,239,306,9,19.53,0.0,79.47
1572,2023-06-15,1013,233,302,3,29.98,0.15,15.88
1573,2023-11-15,1020,244,310,3,55.33,0.0,12.47
1574,2023-08-02,1003,228,306,9,84.74,0.0,37.87
1575,2023-04-27,1020,237,302,7,23.27,0.1,47.25
1576,2023-12-10,1004,248,301,4,59.29,0.0,27.08
1577,2023-03-13,1011,225,307,1,74.01,0.1,27.69
1578,2023-03-05,1002,236,303,7,87.45,0.05,36.84
1579,2023-07-24,1014,217,304,6,94.2,0.0,28.56
1580,2023-07-28,1012,224,306,3,80.62,0.15,73.65
1581,2023-03-13,1017,221,305,5,68.75,0.1,8.15
1582,2023-10-04,1012,202,304,3,49.03,0.1,22.59
1583,2023-10-01,1012,231,309,8,20.09,0.15,65.64
1584,2023-11-16,1001,244,306,5,73.88,0.1,67.55
1585,2023-12-04,1013,233,306,6,99.35,0.1,13.37
1586,2023-04-05,1014,230,302,2,76.31,0.15,78.03
1587,2023-06-15,1002,212,306,8,11.5,0.05,57.0
1588,2023-02-01,1012,244,307,9,54.66,0.0,25.44
1589,2023-01-11,1016,212,308,3,65.32,0.0,39.2
1590,2023-10-28,1004,249,308,6,72.07,0.0,27.29
1591,2023-08-05,1008,224,309,6,74.78,0.0,16.25
1592,2023-10-16,1002,224,310,2,60.23,0.0,26.84
1593,2023-04-12,1010,211,303,8,30.1,0.0,48.51
1594,2023-09-24,1009,213,310,5,94.8,0.1,66.95
1595,2023-08-02,1015,227,307,8,72.7,0.0,32.26
1596,2023-06-28,1013,208,307,8,31.32,0.1,31.09
1597,2023-03-29,1017,210,301,3,39.01,0.15,40.1
1598,2023-02-10,1016,208,308,5,92.97,0.05,53.34
1599,2023-03-17,1002,220,304,7,89.87,0.1,61.37
1600,2023-02-15,1020,208,305,5,46.46,0.05,29.51
1601,2023-06-09,1020,209,306,6,13.45,0.15,48.98
1602,2023-03-21,1014,207,303,2,14.36,0.0,34.2
1603,2023-11-06,1003,214,305,8,35.55,0.05,58.73
1604,2023-03-27,1012,228,310,5,66.62,0.05,17.35
1605,2023-04-02,1008,202,305,6,62.58,0.15,24.27
1606,2023-05-28,1002,243,301,1,67.04,0.15,36.95
1607,2023-06-10,1004,208,303,2,74.56,0.15,71.71
1608,2023-07-21,1014,213,303,4,11.71,0.1,48.0
1609,2023-08-30,1016,221,301,9,19.46,0.1,77.4
1610,2023-12-19,1019,247,307,6,42.35,0.05,12.75
1611,2023-01-02,1002,228,301,8,23.94,0.15,39.51
1612,2023-08-13,1012,235,307,2,16.78,0.05,36.43
1613,2023-10-16,1014,223,304,5,67.69,0.0,50.02
1614,2023-08-21,1006,246,309,1,83.38,0.15,65.9
1615,2023-03-18,1013,215,307,4,77.74,0.1,68.11
1616,2023-04-26,1004,202,305,1,83.53,0.15,55.26
1617,2023-06-03,1018,212,307,9,69.93,0.05,53.12
1618,2023-04-13,1012,236,309,2,76.18,0.1,76.18
1619,2023-07-13,1020,203,310,7,34.46,0.0,33.78
1620,2023-06-15,1019,205,306,3,99.37,0.0,67.46
1621,2023-12-25,1008,203,301,2,26.48,0.05,74.11
1622,2023-03-31,1007,247,306,4,29.3,0.15,41.87
1623,2023-06-23,1016,219,301,7,36.0,0.0,59.68
1624,2023-05-02,1019,202,304,7,97.78,0.05,33.28
1625,2023-05-23,1006,244,308,9,98.95,0.1,16.92
1626,2023-04-16,1020,237,305,3,81.54,0.1,48.99
1627,2023-11-01,1011,217,305,7,66.62,0.05,19.74
1628,2023-12-26,1005,214,310,6,56.81,0.15,39.32
1629,2023-11-13,1016,228,308,7,97.36,0.15,70.47
1630,2023-05-03,1007,227,308,7,72.61,0.15,11.45
1631,2023-01-09,1005,210,301,5,95.03,0.15,7.28
1632,2023-09-19,1011,203,305,9,38.49,0.05,50.49
1633,2023-03-14,1015,236,305,7,40.04,0.05,29.83
1634,2023-12-25,1003,238,308,7,86.93,0.1,36.35
1635,2023-08-11,1005,225,301,3,23.49,0.1,35.43
1636,2023-02-10,1005,222,307,1,95.13,0.15,11.5
1637,2023-07-23,1009,248,307,5,55.67,0.0,5.27
1638,2023-09-21,1015,239,309,8,93.38,0.0,72.38
1639,2023-11-24,1003,247,302,5,40.31,0.1,21.33
1640,2023-06-27,1006,230,303,3,74.44,0.1,36.96
1641,2023-12-14,1017,221,304,9,53.46,0.05,77.89
1642,2023-11-14,1008,230,301,2,66.41,0.1,67.01
1643,2023-03-25,1011,228,307,3,55.39,0.1,13.09
1644,2023-11-14,1006,231,310,4,97.04,0.15,43.14
1645,2023-04-21,1008,226,303,1,72.29,0.0,59.76
1646,2023-09-08,1010,243,303,4,32.62,0.0,57.38
1647,2023-01-07,1003,222,303,4,91.87,0.05,62.06
1648,2023-03-25,1014,221,308,9,36.46,0.0,39.31
1649,2023-07-27,1014,201,309,8,43.44,0.15,18.19
1650,2023-11-10,1010,237,310,2,19.19,0.15,39.87
1651,2023-01-22,1012,213,302,7,91.0,0.05,53.59
1652,2023-01-03,1006,221,310,6,35.75,0.1,50.64
1653,2023-05-07,1012,246,310,7,33.3,0.1,10.29
1654,2023-10-24,1014,209,301,4,92.82,0.15,9.87
1655,2023-07-07,1002,217,309,5,82.5,0.05,77.39
1656,2023-12-28,1009,247,306,6,22.7,0.15,16.39
1657,2023-01-14,1010,221,309,9,79.24,0.0,27.08
1658,2023-01-12,1017,231,306,2,92.17,0.0,62.57
1659,2023-03-28,1017,239,302,9,17.07,0.15,35.73
1660,2023-01-12,1003,222,301,1,84.27,0.1,18.61
1661,2023-01-25,1019,212,308,4,59.27,0.0,40.04
1662,2023-10-28,1001,206,303,5,70.23,0.05,47.67
1663,2023-08-31,1012,216,301,9,54.36,0.1,38.96
1664,2023-05-02,1007,226,308,6,72.8,0.0,73.92
1665,2023-05-27,1004,205,301,4,13.07,0.15,26.35
1666,2023-02-24,1010,209,308,2,78.64,0.1,54.6
1667,2023-08-26,1013,246,301,5,13.0,0.1,13.42
1668,2023-12-22,1002,240,309,8,50.98,0.0,34.42
1669,2023-06-22,1010,214,309,8,23.59,0.05,60.57
1670,2023-08-09,1004,244,309,6,84.12,0.0,21.86
1671,2023-04-29,1018,242,303,1,38.23,0.0,49.23
1672,2023-11-05,1005,230,304,8,50.87,0.0,16.51
1673,2023-07-02,1019,226,305,4,48.59,0.0,12.7
1674,2023-10-15,1002,245,306,2,79.53,0.0,44.24
1675,2023-11-03,1012,229,309,1,53.3,0.15,55.63
1676,2023-10-27,1017,219,304,7,81.01,0.0,13.5
1677,2023-03-23,1010,247,306,2,16.62,0.05,73.83
1678,2023-07-30,1002,208,301,4,27.24,0.1,21.93
1679,2023-05-30,1006,223,302,4,59.64,0.15,14.0
1680,2023-02-06,1008,242,308,1,95.24,0.05,20.2
1681,2023-12-18,1019,235,304,2,16.73,0.0,17.72
1682,2023-11-08,1011,231,310,1,13.88,0.05,11.8
1683,2023-12-27,1012,235,307,6,24.09,0.1,64.84
1684,2023-02-28,1009,232,304,3,67.7,0.05,42.17
1685,2023-05-11,1002,205,309,1,45.91,0.0,34.14
1686,2023-07-21,1008,216,309,8,84.3,0.1,76.3
1687,2023-08-31,1011,217,304,4,16.47,0.0,32.83
1688,2023-02-04,1004,232,308,7,27.68,0.0,17.52
1689,2023-04-03,1010,238,306,2,37.0,0.15,25.55
1690,2023-07-26,1020,232,301,6,66.41,0.1,22.92
1691,2023-12-19,1016,220,307,6,71.67,0.1,42.41
1692,2023-11-28,1008,248,301,7,21.18,0.0,26.86
1693,2023-11-01,1004,202,303,1,94.94,0.05,43.7
1694,2023-12-16,1010,220,308,1,40.69,0.1,55.2
1695,2023-08-01,1012,247,309,2,74.19,0.05,63.3
1696,2023-06-08,1014,218,303,2,57.18,0.05,58.26
1697,2023-01-24,1016,201,301,5,30.05,0.1,20.42
1698,2023-10-20,1018,229,301,1,86.16,0.05,13.69
1699,2023-01-04,1012,229,307,2,83.64,0.1,45.68
1700,2023-08-08,1018,219,305,6,45.65,0.15,19.92
1701,2023-12-30,1007,244,301,3,62.97,0.1,11.37
1702,2023-01-20,1020,240,306,4,33.2,0.1,44.53
1703,2023-06-01,1007,206,306,1,72.09,0.1,29.51
1704,2023-02-19,1009,244,304,5,37.81,0.15,61.71
1705,2023-06-26,1001,239,307,4,85.97,0.05,28.56
1706,2023-04-06,1006,250,307,8,29.56,0.15,78.4
1707,2023-04-15,1006,246,309,3,11.33,0.05,61.89
1708,2023-09-07,1012,208,301,1,34.17,0.1,9.33
1709,2023-04-27,1012,224,305,5,27.19,0.1,43.17
1710,2023-12-20,1010,220,310,1,55.75,0.15,47.2
1711,2023-08-16,1006,214,303,5,28.33,0.15,57.15
1712,2023-03-07,1017,205,307,9,78.69,0.15,42.33
1713,2023-12-01,1019,241,304,5,31.72,0.15,41.26
1714,2023-09-19,1018,240,304,2,73.63,0.1,32.6
1715,2023-10-22,1006,234,301,2,62.06,0.1,25.36
1716,2023-08-31,1019,216,301,9,98.76,0.0,75.97
1717,2023-07-05,1010,245,310,5,99.99,0.15,28.82
1718,2023-09-03,1008,207,302,8,88.26,0.15,9.76
1719,2023-05-05,1006,216,302,4,78.4,0.05,17.55
1720,2023-09-25,1007,207,301,2,44.78,0.05,69.3
1721,2023-05-11,1001,227,308,4,77.79,0.1,49.0
1722,2023-08-25,1018,214,306,4,96.1,0.0,63.41
1723,2023-01-18,1020,214,306,9,12.1,0.15,65.66
1724,2023-02-09,1012,244,310,6,58.41,0.0,66.74
1725,2023-01-21,1016,233,310,6,29.62,0.0,46.3
1726,2023-08-13,1010,233,309,5,60.21,0.1,18.28
1727,2023-12-21,1010,244,305,6,51.98,0.0,16.12
1728,2023-10-09,1014,220,304,1,61.82,0.15,48.05
1729,2023-01-08,1020,247,306,5,59.59,0.1,32.49
1730,2023-04-10,1010,236,308,6,96.41,0.0,46.85
1731,2023-08-28,1010,207,301,8,59.7,0.1,42.39
1732,2023-03-28,1011,232,307,4,86.16,0.1,50.16
1733,2023-10-25,1002,248,308,5,38.78,0.05,7.41
1734,2023-01-14,1020,203,309,4,49.43,0.1,7.46
1735,2023-11-30,1008,239,308,7,52.34,0.0,59.12
1736,2023-01-02,1007,229,307,6,35.09,0.05,19.48
1737,2023-10-20,1008,224,303,4,44.18,0.15,53.91
1738,2023-11-21,1001,222,302,6,63.87,0.15,45.99
1739,2023-02-10,1002,206,303,4,62.22,0.15,78.63
1740,2023-11-14,1018,248,304,8,67.28,0.15,67.66
1741,2023-11-12,1015,224,304,3,41.66,0.15,35.99
1742,2023-04-21,1001,240,306,8,38.42,0.0,51.23
1743,2023-01-14,1005,223,307,2,65.05,0.1,13.8
1744,2023-08-19,1002,238,304,6,21.96,0.05,33.98
1745,2023-03-25,1020,210,310,8,32.77,0.1,60.04
1746,2023-05-10,1003,216,306,1,13.79,0.1,51.7
1747,2023-08-19,1019,211,309,6,16.53,0.0,41.34
1748,2023-11-22,1018,232,306,9,31.9,0.0,18.24
1749,2023-05-25,1018,245,303,2,11.76,0.0,65.24
1750,2023-12-11,1014,206,301,1,32.09,0.05,25.49
1751,2023-01-28,1008,224,310,2,68.95,0.0,66.54
1752,2023-03-07,1012,233,310,5,15.5,0.1,50.87
1753,2023-06-12,1010,212,305,6,49.31,0.05,32.95
1754,2023-08-17,1020,227,310,1,92.18,0.0,8.05
1755,2023-09-18,1017,238,310,7,81.22,0.0,22.43
1756,2023-06-13,1011,218,303,4,37.49,0.0,71.68
1757,2023-10-28,1002,245,308,9,93.23,0.1,66.35
1758,2023-10-30,1004,239,310,6,39.67,0.0,48.11
1759,2023-10-14,1001,213,301,9,16.53,0.1,39.97
1760,2023-01-10,1015,240,302,1,99.47,0.05,53.54
1761,2023-07-14,1013,230,303,4,88.3,0.0,39.97
1762,2023-04-28,1008,249,303,2,51.93,0.15,53.32
1763,2023-09-27,1004,241,308,6,69.97,0.15,28.06
1764,2023-03-21,1010,213,305,4,70.41,0.1,67.89
1765,2023-04-03,1019,234,308,9,27.5,0.0,57.64
1766,2023-09-23,1018,236,306,3,28.0,0.0,29.75
1767,2023-11-28,1005,230,302,1,52.26,0.15,67.3
1768,2023-12-16,1019,225,304,1,92.04,0.05,41.55
1769,2023-12-27,1016,202,309,9,10.9,0.05,18.1
1770,2023-09-14,1001,236,304,9,80.43,0.1,10.83
1771,2023-05-13,1012,218,305,5,15.18,0.15,57.47
1772,2023-10-03,1002,205,305,2,53.04,0.1,69.88
1773,2023-09-21,1008,219,310,9,67.41,0.1,65.56
1774,2023-06-20,1018,242,308,8,71.81,0.05,54.17
1775,2023-01-01,1016,218,306,6,15.26,0.15,15.6
1776,2023-11-09,1005,232,310,7,47.67,0.1,12.05
1777,2023-03-05,1013,221,307,6,62.55,0.05,30.88
1778,2023-10-11,1019,210,306,5,15.94,0.05,69.12
1779,2023-05-01,1003,237,305,4,22.16,0.0,77.13
